"9674","Western University of Health Sciences","westernu","309 E 2nd St","Pomona","CA","91766"
"9675","University of West Georgia","westga","1601 Maple St","Carrollton","GA","30118"
"9676","West Georgia Technical College","westgatech","303 Fort Dr","LaGrange","GA","30240"
"9677","West Hills College - Coalinga","westhillscollege","300 Cherry Lane","Coalinga","CA","93210"
"9678","West Kentucky Community and Technical College","westkentucky","4810 Alben Barkley Drive","Paducah","KY","42002"
"9679","Westlawn Institute of Marine Technology","westlawn","16 Deep Cove Road","Eastport","ME","4631"
"9680","West Liberty University","westliberty","PO Box 295, Route 88","West Liberty","WV","26074"
"9681","Westminster College","westminster","North Market  Street","New Wilmington","PA","16172"
"9682","Westminster College","WESTMINSTER-MO","501 Westminster Ave","Fulton","MO","65251"
"9683","Westminster College","westminstercollege","1840 South 1300 East","Salt Lake City","UT","84105"
"9684","Westmont College","westmont","955 La Paz Rd","Santa Barbara","CA","93108"
"9685","University of Hawaii - West Oahu","westoahu","96-129 Ala Ike","Pearl City","HI","96782"
"9686","West Shore Community College","westshore","3000 N Stiles Rd","Scottville","MI","49454"
"9687","Westside Tech","westside","955 East Story Road","Winter Garden","FL","34787"
"9688","Texas State Technical College - West Texas","westtexas","300 Homer K. Taylor Drive","Sweetwater","TX","79556"
"9689","West Valley College","westvalley","14000 Fruitvale Ave","Saratoga","CA","95070"
"9690","Crimson Technology College","westwood","8911 Aviation Blvd","Inglewood","CA","90301"
"9691","White Earth Tribal and Community College","wetcc","124 So. First Street P.O. Box 478","Mahnomen","MN","56557"
"9692","Wayne-Finger Lakes BOCES","wflboces","121 Drumlin Court","Newark","NY","14513"
"9693","Wake Forest University","wfu","1834 Wake Forest Road","Winston Salem","NC","27106"
"9694","Western Governors University","wgu","4001 South 700 East, Suite 700","Salt Lake City","UT","84107"
"9695","Whatcom Community College","whatcom","237 W Kellogg Rd","Bellingham","WA","98226"
"9696","Washington Hospital Center","whcenter","110 Irving Street, NW","Washington","DC","20010"
"9697","Wheaton College","wheaton","501 College Ave","Wheaton","IL","60187"
"9698","Wheaton College","wheatoncollege","26 E Main St","Norton","MA","2766"
"9699","Wheelock College","wheelock","200 the Riverway","Boston","MA","2215"
"9700","Tennessee Technology Center at Whiteville","whiteville","1685 Highway 64","Whiteville","TN","38075"
"9701","Whitman College","whitman","345 Boyer Ave","Walla Walla","WA","99362"
"9702","Whittier College","WHITTIER","13406 E Philadelphia Street","Whittier","CA","90601"
"9703","Whittier Adult School","whittieradultschool","9401 S. Painter Avenue","Whittier","CA","90605"
"9704","Whitworth University","whitworth","300 W Hawthorne Rd","Spokane","WA","99251"
"9705","Woods Hole Oceanographic Institution","whoi","Co-Op Bldg., MS #16","Woods Hole","MA","2543"
"9706","Washington-Holmes Technical Center","whtc","757 Hoyt Street","Chipley","FL","32428"
"9707","Wichita State University","wichita","1845 Fairmount","Wichita","KS","67260"
"9708","Widener University - Main Campus","widener","One University Place","Chester","PA","19013"
"9709","Wilberforce University","wilberforce","1055 N Bickett Rd","Wilberforce","OH","45384"
"9710","Wiley College","wileyc","711 Wiley Ave","Marshall","TX","75670"
"9711","Wilkes University","wilkes","84 West South Street","Wilkes-Barre","PA","18766"
"9712","Wilkes Community College","wilkescc","1328 South Collegiate Dr","Wilkesboro","NC","28697"
"9713","Willamette University","willamette","900 State St","Salem","OR","97301"
"9714","William R. Moore College of Technology","williamrmoore","1200 Poplar Avenue","Memphis","TN","38104"
"9715","Williams College","williams","880 Main St","Williamstown","MA","1267"
"9716","The Williamson Free School of Mechanical Trades","williamson","106 S New Middletown Road","Media","PA","19063"
"9717","Williamson College","williamsoncc","200 Seaboard Lane","Franklin","TN","37067"
"9718","William Tyndale College","williamtyndale","35700 W Twelve Mile Road","Farmington Hills","MI","48331"
"9719","William Woods University","williamwoods","One University Avenue","Fulton","MO","65251"
"9720","Willoughby-Eastlake Technical Center","willoughby-eastlake","25 Public Sq","Willoughby","OH","44094"
"9721","Wilmington College","wilmington","251 Ludovic St","Wilmington","OH","45177"
"9722","Wilmington University","wilmu","320 Dupont Highway","New Castle","DE","19720"
"9723","Wilson College","wilson","1015 Philadelphia Ave","Chambersburg","PA","17201"
"9724","Western Suffolk BOCES","wilsontech","152 Laurel Hill Road","Northport","NY","11768"
"9725","Williamsburg Technical College","wiltech","601 Martin Luther King Jr Ave","Kingstree","SC","29556"
"9726","Windward Community College","windward","45-720 Keaahala Rd","Kaneohe","HI","96744"
"9727","Winebrenner Theological Seminary","winebrenner","950 North Main Street","Findlay","OH","45840"
"9728","Wingate University","wingate","220 North Camden Road","Wingate","NC","28174"
"9729","Winner Institute of Arts & Sciences","winner-institute","One Winner Place","Transfer","PA","16154"
"9730","Winona State University","winona","8th and Johnson St","Winona","MN","55987"
"9731","Winthrop University","winthrop","701 Oakland Avenue","Rock Hill","SC","29733"
"9732","Western International University","wintu","1601 W. Fountainhead Parkway","Tempe","AZ","85282"
"9733","Wiregrass Georgia Technical College","wiregrass","4089 Valtech Rd","Valdosta","GA","31602"
"9734","University of Wisconsin - Madison","wisc","500 Lincoln Dr","Madison","WI","53706"
"9735","Wentworth Institute of Technology","WIT","550 Huntington Ave","Boston","MA","2115"
"9736","Wisconsin Indianhead Technical College","witc","505 Pine Ridge Drive","Shell Lake","WI","54871"
"9737","Western Iowa Tech Community College","witcc","4647 Stone Ave","Sioux City","IA","51102"
"9738","Wittenberg University","wittenberg","Ward St at N Wittenberg Ave","Springfield","OH","45504"
"9739","Western Illinois University","wiu","1 University Circle","Macomb","IL","61455"
"9740","American Career Institute","wizard","2340 Paseo Del Prado, Suite D-208","Las Vegas","NV","89102"
"9741","Wheeling Jesuit University","wju","316 Washington Ave","Wheeling","WV","26003"
"9742","Woodland Adult Education","wjusd","757 Hays St.","Woodland","CA","95695"
"9743","Western Kentucky University","wku","1906 College Heights Blvd","Bowling Green","KY","42101"
"9744","West Los Angeles College","WLAC","9000 Overland Avenue","Culver City","CA","90230"
"9745","Wisconsin Lutheran College","wlc","8800 W Bluemound Rd","Milwaukee","WI","53226"
"9746","Washington and Lee University","wlu","204 West Washington Street","Lexington","VA","24450"
"9747","College of William and Mary","wm","P.O. Box 8795","Williamsburg","VA","23187"
"9748","Wentworth Military Academy and Junior College","wma1880","1880 Washington Avenue","Lexington","MO","64067"
"9749","William Carey University","wmcarey","498 Tuscan Ave","Hattiesburg","MS","39401"
"9750","Western Michigan University","wmich","1903 West Michigan Avenue","Kalamazoo","MI","49008"
"9751","William Mitchell College of Law","wmitchell","875 Summit Ave","Saint Paul","MN","55105"
"9752","William Penn University","wmpenn","201 Trueblood Ave","Oskaloosa","IA","52577"
"9753","World Mission University","wmu","500 S. Shatto Pl Ste 600","Los Angeles","CA","90020"
"9754","Western Nevada College","wnc","2201 West College Parkway","Carson City","NV","89703"
"9755","Western Nebraska Community College","wncc","1601 E 27th St","Scottsbluff","NE","69361"
"9756","Western New England College","wnec","1215 Wilbraham Rd","Springfield","MA","1119"
"9757","Western New Mexico University","wnmu","1000 W. College Ave","Silver City","NM","88061"
"9758","Wofford College","wofford","429 N Church St","Spartanburg","SC","29303"
"9759","Word of Life Bible Institute","wol","4200 Glendale Road","Pottersville","NY","12860"
"9760","Wolford College","wolford","4933 Tamiami Trail","Naples","FL","34103"
"9761","Won Institute of Graduate Studies","woninstitute","137 S Easton Rd","Glenside","PA","19038"
"9762","Woodbury University","woodbury","7500 Glenoaks Blvd","Burbank","CA","91510"
"9763","Woodbury College","woodbury-college","660 Elm St","Montpelier","VT","5602"
"9764","The College of Wooster","wooster","1189 Beall Avenue","Wooster","OH","44691"
"9765","Worcester State College","worcester","486 Chandler St","Worcester","MA","1602"
"9766","Word-Wide ESL Institute","wordwide","1811 Sunset Cliffs Boulevard","San Diego","CA","92107"
"9767","World College","worldcollege","Lake Shores Plaza, 5193 Shore Drive, Suite 105","Virginia Beach","VA","23455"
"9768","World Medicine Institute","worldmedicineinstitute","1073 Hind luka Drive","Honolulu","HI","96821"
"9769","Worsham College","WORSHAMCOLLEGE","495 Northgate Pky","Wheeling","IL","60090"
"9770","Wor-Wic Community College","worwic","32000 Campus Drive","Salisbury","MD","21804"
"9771","Western Oklahoma State College","wosc","2801 N Main St","Altus","OK","73521"
"9772","Western Oregon University","wou","345 N Monmouth Ave","Monmouth","OR","97361"
"9773","Missouri State University-West Plains","wp","128 Garfield Avenue","West Plains","MO","65775"
"9774","Western Piedmont Community College","wpcc","1001 Burkemont Ave","Morganton","NC","28655"
"9775","Western Pennsylvania Hospital","wphs","4900 Friendship Ave","Pittsburgh","PA","15224"
"9776","Worcester Polytechnic Institute","wpi","100 Institute Road","Worcester","MA","1609"
"9777","Winter Park Tech","wpt","901 Webster Avenue","Winter Park","FL","32789"
"9778","William Paterson University of New Jersey","wpunj","300 Pompton Rd","Wayne","NJ","7470"
"9779","Wright State University","wright","3640 Colonel Glenn Highway","Dayton","OH","45435"
"9780","Wrightco Technologies Technical Training Inst. - Alexandria","wrightco","P.O. Box 22","Alexandria","PA","16611"
"9781","The Wright Institute","wrightinst","2728 Durant Ave","Berkeley","CA","94704"
"9782","Northwest Institute of Literary Arts","writeonwhidbey","5577 Vanbarr Place, Suite S1","Freeland","WA","98249"
"9783","Walters State Community College","ws","500 S Davy Crockett Pky","Morristown","TN","37813"
"9784","Wayne State College","wsc","1111 Main St","Wayne","NE","68787"
"9785","Westminster Seminary California","wscal","1725 Bear Valley Parkway","Escondido","CA","92027"
"9786","Washington State Community College","wscc","710 Colegate Dr","Marietta","OH","45750"
"9787","Resurrection University","wscn","3 Erie Ct","Oak Park","IL","60302"
"9788","Wisconsin School of Professional Psychology","wspp","9120 W Hampton Ave","Milwaukee","WI","53225"
"9789","Winston-Salem State University","wssu","601 Martin Luther King Jr Dr","Winston-Salem","NC","27110"
"9790","Washington State University","wsu","French Administration Building","Pullman","WA","99164"
"9791","Western State University - College of Law","wsulaw","1111 N State College Blvd","Fullerton","CA","92831"
"9792","West Texas A & M University","wtamu","2501 4th Ave","Canyon","TX","79016"
"9793","West Tennessee Business College","wtbc","1186 Highway 45 Bypass","Jackson","TN","38301"
"9794","Western Technology Center","wtc","621 Sooner Drive","Burns Flat","OK","73624"
"9795","Wichita Technical  Institute - Wichita","wti","6130 East Central","Wichita","KS","67208"
"9796","Western Technical College","wti-ep","9451 Diana Drive","El Paso","TX","79924"
"9797","Withlacoochee Technical Institute","wtionline","1201 West Main Streeet","Inverness","FL","34450"
"9798","Westminster Theological Seminary","wts","2960 W Church Rd","Glenside","PA","19038"
"9799","Washington Theological Union","wtu","6896 Laurel St NW","Washington","DC","20012"
"9800","Wu Hsing Tao School","wuhsing","4000 ME 41st Street, Bldg. D, Ste. 1","Seattle","WA","98105"
"9801","Washington University in St Louis","wustl","One Brookings Dr","Saint Louis","MO","63130"
"9802","West Virginia Business College - Wheeling","wvbc","1052 Main St","Wheeling","WV","26003"
"9803","Wenatchee Valley College","wvc","1300 Fifth St","Wenatchee","WA","98801"
"9804","West Virginia Junior College - Morgantown","wvjcmorgantown","148 Willey St","Morgantown","WV","26505"
"9805","West Virginia Northern Community College","wvncc","1704 Market St.","Wheeling","WV","26003"
"9806","West Valley Occupational Center","wvoc","6200 Winnetka Ave","Woodland Hills","CA","91367"
"9807","Carver Career Center","wvonline","4799 Midland Dr","Charleston","WV","25306"
"9808","Kanawha Valley Community and Technical College","wvsctc","2000 Union Carbide Drive","South Charleston","WV","25303"
"9809","West Virginia School of Osteopathic Medicine","wvsom","400 N Lee St","Lewisburg","WV","24901"
"9810","West Virginia State University","wvstateu","Rte 25","Institute","WV","25112"
"9811","West Virginia University","wvu","Presidents Office Box 6201","Morgantown","WV","26506"
"9812","West Virginia University at Parkersburg","wvup","300 Campus Dr","Parkersburg","WV","26101"
"9813","West Virginia Wesleyan College","wvwc","59 College Ave","Buckhannon","WV","26201"
"9814","Walla Walla College","wwc","10345 SE Market Street","Portland","OR","97216"
"9815","Walla Walla Community College","wwcc","500 Tausick Way","Walla Walla","WA","99362"
"9816","Wes Watkins Technology Center","wwtech","7892 Highway 9","Wetumka","OK","74883"
"9817","Western Washington University","wwu","516 High St","Bellingham","WA","98225"
"9818","LA College International","www","3200 Wilshire Blvd. #400","Los Angeles","CA","90010"
"9819","Eastern Wyoming College","wy","3200 West C St","Torrington","WY","82240"
"9820","National Aviation Academy of New England","wyotech","150 Hanscom Drive","Bedford","MA","1730"
